,username,date,comments
4230,laurasdada,April 2008,"Ok, Mr. shipo-smarty-pants. Now that you've explained that, can you please explain how the Pats lost the Super Bowl???  Sorry, still having flashbacks... :sick:"
4231,smacd,April 2008,"I bought new an 03 CL Type S (last year for the coupe) and it has been an awesome car. Only normal maintenance and I am at 96K miles. Excellent product, I am going to get the the 09 TSX too."
4232,circlew,April 2008,"Giants were more connected to the desire to win...simple as that! More efficient parts in the GIANT Engine than NEP motor!  GIANTS = BMW NEP = GM  Regards, OW"
4233,laurasdada,April 2008,"""NEP = GM ""  Now, that was uncalled for, OW! Low blow! 15 yard penalty and loss of down! :sick:"
4234,circlew,April 2008,"Sorry, the last time I got to vent as a Giants fan... :confuse:  I apologize!  Regards, OW"
4235,bfluegie,April 2008,"I&#146;m looking for a new (to me) ride. I don&#146;t have to decide just now, but probably sometime in the next couple of months. I thought I&#146;d post this here as well as on the &#147;help me decide&#148; forum because this seems to be a very active discussion. Some of the cars I am considering do fit this category, so it&#146;s not too much of a stretch. What I am considering is a (probably) pre-owned BMW 325xi (maybe a 330xi if the deal is right, but I&#146;m not too sure I want a turbo), G35x (I have VPP so I might go new for this), Audi A3 or A4 (I like the A3 better but they&#146;re hard to find in the northern IN vicinity), Acura TSX or maybe TL, but it&#146;s larger and I don&#146;t like it as much. I might consider the Altima coupe as well, but not the sedan. While I like the sedan styling more than the Accord or Camry, I don&#146;t like it as much as the Infinity, and the Altima sedans are everywhere. I don&#146;t want to put my car away for the winter, so I prefer all wheel or front wheel drive. That leaves out the Infinity G-coupe (sigh) and the BMW 3 series coupe. I know several people who drive the G coupe and they either garage it for the winter or get adequate but not great driving with winter tires. I prefer the security of good winter handling. I haven&#146;t completely ruled out a small SUV or crossover, but after 8 years of driving an Exploder I&#146;m ready for a more responsive ride. I joke about the Explorer, but with the exception of an unfortunate &#147;Bambi&#148; incident I have never been left stranded. No significant repairs other than normal wear and tear either. It just has over 130K miles and it is time to move on to something else. As long as I&#146;m moving on, I want to add some fun. I won&#146;t be racing or pushing for maximum speed, but I do like the feel of a car that you don&#146;t have to slow to a crawl when going around a curve. I suppose I want to feel like I am part of a driving system rather than the occupant of a vehicle.  I would consider a 2006-2007, maybe a 2005 as well. I know the Infinity was a new model in 2007 but I like the previous model as well. The BMW was a new model in 2006 and I don&#146;t know anything about the 2005. I might be overlooking something else as well, so any suggestions for additional cars to consider (or avoid) are welcome. I&#146;m considering a manual in the BMW or A4 but I didn&#146;t like the manual in the &#145;07 TL I drove (the clutch seemed to have a very tiny &#147;sweet spot&#148; and it didn&#146;t help that the salesperson sneered a little when I lurched on a start). I don&#146;t know if the TSX would be any better. The G35X is only available in an auto. Manual vs. auto isn&#146;t a big factor for me so I probably wouldn&#146;t rule out an auto BMW or Audi either. Since I&#146;m going to continue getting older and creakier, the auto might be a smarter choice, just not as much fun in the pre-creaky years."
4236,ivan_99,April 2008,"You have a wide range of requirements...but you didn't clarify the price range you're looking for or any requirement for seating/space.  I'm also assuming you're looking at purchasing as opposed to leasing  For coupes...If you don't need back seat room very often a TT would be a nice ""cool"" coupe to have (2.0T FWD). A new Accord Coupe with the I4 5spd would be very economical but look a little different than everything else. I'm a big fan of the A5 (S-line)...especially the S5 (love the torque...gets pricey)...A5 with FWD and manual (s-line) starts in the low 40's. And of course the new BMW 1 series.  4-doors...If you can wait the new A4 looks very interesting...the base IS250 can be had with manual and it starts our at a reasonable price...though NOT FWD (have yet to drive). I recently drove a CTS (doesn't get much love) both high end and base (manual) and found them very compelling (but probably not for my $'s)  Manual...If you're weighing the pros and cos of a manual versus automatic you can check out VW's DSG. Last year I drove a VW Jetta fahrenheit and it was the most amazing FWD car I've driven (was 27k ish...)  Non-Domestic? Most of you choices seem to be ""non-domestic"" If you want FWD you can add Volvo (S30, S40). Saab 08, 9-3 Turbo X looks aggressive."
4237,alltorque,April 2008,"Volvo C30 is cute but quite small and only 2 doors, (+hatch of course). S40 is nice and about 3-series size. S60 is a tad bigger than the 3-series, (but only a tad), and gets my vote - biased owner; albeit a diesel with Geartronic. S80 is well worth a look.  Saab's are rated a bit so-so here in U.K. but are premium priced. Audi good in whatever size. A6 is about S80 size.  Can't comment on the others, apart from VW, but the current ones are good."
4238,bfluegie,April 2008,"Thanks for the input Ivan. While I have not ruled out domestic, I haven't found the blend of performance, features, and solid feel in many domestic cars. Pricewise, I'm trying to stay in the mid 30s or lower. While I could afford more, that's where the comfort zone starts to end and the panic zone begins. The A5 could get me to make an exception, though. Seeing that beauty in my garage every morning could calm a lot of panic.  I hadn't considered the Jetta Fahrenheit and I will have to check it out. I have driven the DSG, though in an A3 Quattro. I really liked that car. I forgot the A4 was heading for a redesign. I'll have to check that out as well. The current CTS looks sharp and I can get the supplier discount (below invoice) so I might look there as well. Thank you for some very good suggestions."
4239,bfluegie,April 2008,"Thanks for the input. I forgot to add in my reply to ivan_99 that I might look at the Volvos as well. I get the supplier discount on them as well so I could get a little more car there as well. I have always liked the looks of the Saab 9-3 (especially the convertible) but the reliability issues I have read about have made me cautious. The Edmunds review posted earlier in this forum makes it seem worth a look as well. I'm not sure about the pricing, but looking is fun.  Thanks again."
4240,blueguydotcom,June 2008,What year A4 cab? The 2005/2006 came with a 1.8T and a CVT in a car weighing an astounding 3600 lbs while only offering 170 hp/166 hp. The 3.0 with 220 hp/220 ft-lbs jumps to 4000 lbs.  Comparing the a4 cab to the IS250 is sorta misleading and not representative of comparing an IS250 to an A3.
4241,pat,June 2008,"Here's the link: sjaieve, ""High Performance Luxury Sedans"" #1030, 6 Jun 2008 9:17 pm."
4242,sjaieve,June 2008,Thanks Pat
4243,yjbeach,June 2008,"Does anyone in here have a friend with an Audi. They have serious electircal problems and people that say that it is fixed are wrong. I can't say how the rest of the USA is but in the MD, DC, Va area that problem still happens. My friend just purchased an A4 Avant and with less than 10K miles the AC has already been repaired 3 times. His Dashboard is lit up like an Xmas Tree.  My other friends with A4s' have had smiliar problems from years 03' until 07'.  Go with the IS."
4244,shipo,June 2008,"One car, or even a couple of cars does not an indictment of an entire company make. I know lots of folks with Audis that haven't had a single electrical problem."
4245,alltorque,June 2008,"Have three close friends with Audi's. An A8 3.0TDi, (with a gazillion toys fitted at the factory), an A3 2.0 TDi and an RS4 Avant. First two are 2 and 3 years old respectively. The A3 has 78k miles on it without any glitches, (he's trading it next Jan for an Audi TT TDi 'cos he heading for second childhood. The A8 has around 60k miles and has only suffered one glitch - two weeks ago the Audi satnav decided to stop working for 10 minutes whilst driving around the Paris Peripherique, (great place to lose satnav), but came back of its own accord. The RS4 is only 6 months old and no hiccups but same friend also has a Ferrari F355 which seems to go wrong on just about every trip...............to the extent that he's gonna sell it as he thinks the RS4 is a far better-built car, damn near as fast, far more useable and it doesn't attract the wrong sort of attention from the boy-racers or constabulary, (we have a couple of Subaru Imprezza WRX police cars locally which do send out a certain Clint Eatwood-esque message. ""Ya feelin' lucky, punk?"" or perhaps, ""Make my day"". Very entertaining though.  Other folk I know who've had Audi's swear by them - not at them. You've either got a :lemon: or folks who don't know what they're doing with the diagnostics etc.  On the other hand I have a neighbour with a newish Mercedes C-class and he's either having an affaire with the Receptionist at the local Mercedes dealer or the car really is a dog. Just to balance that a near neighbour has one of the old, squarish, M-B S500's...........the one that just needs a big gun on the roof to complete the Main Battle Tank image, (it's even painted dark green metallic), and with 200k miles up it just keeps going but does have a drinking problem which is starting to hurt with gasoline here, (UK), at the equiv of $9+ per US Gallon.  As with all things electro-mechanical there are great examples and not-so-good ones. Isn't that part of the fun ?  Apologies for the long-winded response. Blame old age. Mine."
4246,sjaieve,June 2008,"If its coming down to a choice btwn IS250 & A4 2l turbo, I would also look at the TSX. You may lose AWD or RWD but its a pretty modern car which perfoms well and can be had at $32k fully loaded. I am not even into Acura's but the new TSX has quite a bit to offer"
4247,shipo,June 2008,"I've driven all three, and in spite of the fact that I value RWD over any other drivetrain, I'd rank the cars as follows:  1 - Audi A3 2.0T 6-Speed -- By far the most enjoyable the three to drive, and has the most rear seat space and the most utility as well given the mini-station wagon configuration.  2 - Acura TSX 6-Speed -- Fun to drive, lots of goodies (that I don't necessarily care about), and reasonable space in the back seat.  3 - Lexus IS250 RWD 6-Speed -- Extremely boring to drive with no ""feel"" of what's going on with the mechanicals or down on the road. This car also suffers from an anemic engine (at least until you wind it up even higher than the Acura's already high strung mill) and a back seat that is all but laughable. In every respect, this car is a very distant third of the three.  Best Regards, Shipo"
4248,darrinzramz,June 2008,"Hi need some answers if possible,I have a G35 sedan 2004,I've been using 87 octane in my car w/no problems at all.Seems to me when gas gauge reads full,I watch the gas gauge over the course of the week,and I notice it stays up near-full for the 1st 85-100 miles I put on the car,then all of the sudden the gas gauge seems to go down quite quickly from there.I'm medium on the gas on occasion I will get on it medium to slightly hard,it seems I'm only getting 15.6mi/gal,does that seem a bit much or not!!!????.Anyways I've change the plugs to a performance plug also I installed a K&N filter,there is no gas leaks what so ever!!!,any suggestions would be greatly appreciated,I also do use my cruise contol also,do mostly city driving though, not alot of stop and go,thanks Darrin Lynch"
4249,shipo,June 2008,"A few points:  1) Over the decades I've had dozens of cars that were from Asia, North America and Europe, and every one of them has exhibited the same gas gauge characteristics as your car (i.e. the needle is fairly stable for say 100 miles following a fill-up, and then it drops like a rock). This is totally normal as the level of fuel when ""full"" is typically above the top measurement range of the gauge sensor.  2) IIRC, Infiniti recommends ""Premium"" gasoline for your 2004 G35 engine (an engine well known for its poor fuel economy by the way), you should check your Owners Manual to be sure. Assuming that's the case, by running regular you are forcing the engine management system to retard the ignition timing to keep the engine from blowing itself to bits because of the low grade fuel you're feeding it. In turn, retarded ignition timing will further reduce the already marginal fuel economy of your engine.  3) Given how modern engine management systems work, it is physically impossible for a K&N filter to improve fuel economy. In fact, there is a fair amount of empirical evidence that suggests this type of a filter can reduce your economy.  4) Based upon the reports of other owners of your car, 15.6 mpg is not too far out of line for ""mostly city driving"".  Sorry I couldn't be more helpful.  Best Regards, Shipo"
4250,ghstudio,June 2008,"The nissan/infiniti engine is one of the really solid engines...it's still the base for the current nissan/infiniti engines. It is not the most thrify on gas, neither is it the worst. It is possible that not using high test is effecting your mileage, but I've tried 93 octane and 87 octane in my 06 M35 and I've seen no difference in MPG or pep. A larger factor is ethanol in your gasoline (unavoidable today) which gives you less mpg then 100% gasoline. I doubt that octane is causing any problem in this engine however you can try three tanks of high test and see if you see any significant difference.  Fuel guage is what it is...I think it was the old BMW where they made the guage for the last 1/4 tank of gas almost 3/4 of the guage. It's rare that it matters how full the tank is when it shows full...but it really does matter when you're down to 1/8 a tank.  High performance plugs and ""high efficiency"" air cleaners do almost nothing in a modern engine. Actually, most all additives also do nothing, in fact most car makers recommend against using ANY additives in the car.  If you aren't driving aggressively, then about the only thing you can do that will really improve mileage is to turn off the A/C."
4251,circlew,June 2008,"I have the BMW 330xi and have religiously used premium gas as spec.  I get consistent 22 mpg tank to tank. Why you would use low octane on a higher performance engine is foreign to me.  My car weighs 3,700 lbs and still gets acceptable gas mileage on standard A/S tires because each month I regulate tire pressure and rotate the tires each 5K miles.  Tires last longer, wear even and get the best efficiency as a result.  It doesn't take much to get the specified MPG rating for your car if you are aware of the small details.  Regards, OW"
4252,1nickatnite1,June 2008,"I don't know about 04 g35s but with the current ones you cannot rotate the tires. 15.6 mpg does sound low but if it is mostly city driving and since you admit to driving with a ""medium to heavy"" foot it is not that surprising. Best gadget I've heard of for saving gas is the fuel ""mizer?"" (sorry not sure about the spelling) supposedly it will change your driving habits and increase your mileage up to 20%, hope this helps."
4253,blueguydotcom,June 2008,It takes little effort to get better than the listed EPA numbers too.
4254,markcincinnati,June 2008,"I read the post you replied to -- and I thought the number of posts pertaining to ""false economy"" would have somehow not been missed by this owner. I figured he must actually WANT to get poorer mileage AND poorer performance.  The inside of the filler door, the manual, the dealer techs, the salespeople, this board and a few other places have repeatedly explained about the compensation for lower grade fuel that these engines make -- and, of course, the way that it is handled is as you say shipo.  I leave for a few months and then come back for a look see and we're still talking about the same stuff. I find the search facility works just fine -- why would the car require premium fuel, tell you it requires premium fuel and then surprise you when it runs at less than its most efficient?  Wonder if there is a ""glossary"" somewhere here that would be like an FAQ page for folks -- sort of like:  Fuel requirements Regular, MidGrade & Premium  Oversteer  Understeer  Horsepower vs Torque: What we buy versus what we say we buy  Drive Bias: front, rear, neutral, all  Naturally aspirated, super charged, turbo charged, twin charged  And so on. . .  ""Hey doc, it hurts when I do this. . .""  Doc: ""Well then, don't do that. . ."""
4255,markcincinnati,June 2008,"My 2009 A4 has a build date of week 27. When it arrives several weeks later, it will be my 28th (or 27th or 29th) Audi. I have NEVER had an electrical problem -- other than a power window motor some time ago. I have never had an engine problem, never a transmission problem (other than the crappy tip-lag issue in the 5 speed auto -- and that was a software issue NOT a defect or hardware problem.)  I MAY have had a headlight or tail light burn out LAST CENTURY. I also had brake rotor warping issues in my 2001 A6.  My experience with over 2 dozen Audis is, statistically, probably not significant, but as an anecdote, it bears writing here perhaps to balance the ""Audi still has problems. . ."" Overall, I have no evidence that Audi still has problems. My '05 A6, soon to be gone, will be missed. In so many ways it is still ahead, by years, of the newest CTS -- if you could test drive these two cars back to back, the content and performance of the C6/A6 vs the CTS demonstrates this point. The amount of trouble with dozens of Audis has NOT been zero. It just has never been electrical as your post suggests.  Another corner heard from."
4256,circlew,June 2008,"Here is some further indication underscoring your reality.  link title  Regards, OW"
4257,loucopits,June 2008,"By ""mizer"" I assume that is another word for ""spouse"".I.E. Slow down. Back off. Easy. etc."
4258,marsha7,June 2008,"You forgot to finish your little anecdote with the Doctor:  ""Hey doc, it hurts when I do this. . .""  Doc: ""Well then, don't do that. . .that will be $85.00...please make an appointment for next Wednesday for a followup""  THAT is more realistic...:):):):):)"
4259,cheezhed,June 2008,"You forgot to finish your little anecdote with the Doctor:  ""Hey doc, it hurts when I do this. . .""  Doc: ""Well then, don't do that. . .that will be $85.00...please make an appointment for next Wednesday for a followup""  THAT is more realistic...:):):):):)  Or, you could substitute the plumber, then say, ""that will be $125"" (LOL)"
4260,bastuk,January 2010,"I posted a similar post in the Luxury Performance forum but this is probably more fitting. And it's related to the recent posts by ""dash5"" on entry level luxury cars.  I've been driving a '01 Accord EX-V6 for the past 8 years - it's been a great car - the only things I have done are the std maintenance items - brakes, tires, etc. I am starting to shop for ""newer"" used car with less miles as I have 151K miles on it. I am looking at moving up into a more luxury class - looking at Audi A4/A6, BMW 3 or 5 class or Acura TL. Today, I had a chance to drive all of these and in addition a MB. The dealer had a 04 Mercedes E320 and it was awesome to drive and seemed priced ok ($17K).  As I have been doing research I continue to find the biggest complaints against the German cars being reliability and the high cost of repairs. Honestly, after reading the articles and reviews, I am reconsidering ""moving up"" and thinking about buying a newer Accord or just moving into the Acura class.  A couple of questions - + Are the repair costs significantly higher with a German car vs Japanese? I have no baseline on my Accord since I have not had to do any repairs. + Is the reliability that much worse for the German cars than an Acura/Honda?"
4261,carnaught,January 2010,"A couple of questions - + Are the repair costs significantly higher with a German car vs Japanese? I have no baseline on my Accord since I have not had to do any repairs. + Is the reliability that much worse for the German cars than an Acura/Honda?  Yes, yes.  I would not own a used German-made car without an extended warranty."
4262,roadburner,January 2010,"A couple of questions - + Are the repair costs significantly higher with a German car vs Japanese? I have no baseline on my Accord since I have not had to do any repairs. + Is the reliability that much worse for the German cars than an Acura/Honda?  Over the past 27 years I have owned nine BMWs. In my experience a 3 Series won't be all that expensive to run, assuming that you have a good dealer or independent BMW tech to rely on. Here are the current running costs on my four cars that are used on a regular basis:  2007 Mazdaspeed 3- 4.4 cents per mile over 52,000 miles 2004 BMW X3 2.5- 2.8 cents per mile over 86,000 miles 1999 Jeep Wrangler TJ- 5.2 cents per mile over 58800 miles 1995 BMW 318ti- 5.4 cents per mile over 120,000 miles  In 86,000 miles the X3 has needed one warranty repair- a passenger SRS sensor. Aside from that it has needed one set of brakes at 60,000 miles and tires at 46,000. The Inspection II(major) service and a brake fluid flush at 65,000 miles cost less than $370. The 318ti is my part-time track rat(note that its running costs include four sets of track rubber). In the 15 years I've owned it it's needed two sets of front pads and one set of rear pads along with four rotors. I've also replaced the drive belts and idler pulleys, the brake light switch, battery and the thermostat, all of which costs less than $550. My last Inspection II cost $495, and that number included a coolant flush and a four wheel alignment. In contrast, my Mazda has needed major mechanical and suspension repairs- it will soon be replaced with either an M3 or M5."
4263,plekto,January 2010,"The problem stems from the suppliers for electronics in Europe that German companies use. With their insane taxes, they are pretty much forced to use Bosch and a few other makers for their switches and electrical components in the vehicle to keep costs down(Porsche doesn't but they also charge the difference and then some).  Conversely, most of the better stuff in the world comes from Korea and Japan, so the components that cause the repairs don't fall fail half as often. The trick, of course, is to get a Japanese or Korean made vehicle that isn't full of Chinese and Malaysian and wherever else labor is cheap electrical and mechanical parts."
4264,bastuk,January 2010,"How do the normal maintenance costs stack up for German Cars (oil changes, tires, etc)? I know BMW requires synthetic oil changes - not sure if Audi or M-B does either."
4265,plekto,February 2010,"Much, much higher as they tend to use European filters and so on that aren't usually interchangeable for the first few years until the equivalent replacements start to come out.  Then there's idiocy like the new Mercedes that doesn't even have a dipstick. Better hope the computers catch that leak before it goes bad.... :sick:  And the shame about it is that while the cars are horrendously pricey to fix and maintain, and the electronics and accessories are crap, the engine and drivetrain in them are some of the best examples of engineering on the planet.  For instance, the Mercedes engines are fantastic. But the rest of the car isn't put together any better than a Chevrolet(and for 2-3x the price, it had better be a LOT better in those areas) Don't even get me started on the pleather/MB Tex nonsense... Even Ford has better ""leather"" seats than that stuff."
4266,roadburner,February 2010,"Much, much higher as they tend to use European filters and so on that aren't usually interchangeable for the first few years until the equivalent replacements start to come out.  The OEM oil filter for a 2010 Accord V6 costs $7.00 The OEM oil filter for a 2010 328i costs $10.00 The OEM air filter element for a 2010 Accord V6 costs $26.13 The OEM air filter element for a 2010 328i costs $22.95"
4267,plekto,February 2010,"I didn't mention Toyota because the truth is that while nobody was noticing, they've raised their prices to higher than almost all of the rest for parts. The cars don't break as often, but I can guarantee that anything OEM from Toyota costs twice as much as most of the other makes - and in many cases, more than Mercedes or BMW.  Brakes and struts and other ""consumables"" are also high for Toyota as well.  Note - the cheapest cars to maintain and fix parts-wise tend to be Nissan/Infiniti and certain GM models(mostly their heavy duty trucks and Isuzu models).  note - real shame Isuzu doesn't make passenger cars any more.  http://www.isuzu.co.jp/world/product/dmax/index.html You'll note, though, that most of the SUVs and trucks are re-badged and sold in the U.S. under the Chevrolet badge. (the one above is called the Chevrolet Colorado in the U.S, of course)"
4268,billyperks2,February 2010,"""Note - the cheapest cars to maintain and fix parts-wise tend to be Nissan/Infiniti and certain GM models(mostly their heavy duty trucks and Isuzu models).""  This is not true, Nissan/Infiniti is the most expensive to repair out of the Asian brands.Toyota is the cheapest, my mechanic speacializes in Japanese cars and he tells me this all the time.He even shows me the invoices for the parts he orders and warns me never to go with Infiniti/Nissan."
4269,plekto,February 2010,"http://www.intellichoice.com/top10/Top_List/year/2009/list/Lowest%20Repair%20Cos- - ts/category/Luxury%20Car  I'll believe these guys. The last time I had to get part for my 4Runner, the Toyota dealer was an absolute ripoff. Now, true, there were cheap aftermarket parts to be had, but I can guarantee that since we're talking luxury and sport sedans and the like here, Lexus isn't going to be ""cheap"" to fix.  If you look at the lists from 2008, it shows Isuzu(Chevrolet trucks), Infiniti, Mitsubishi, and Hyundai as taking most of the entire list. Toyota isn't there and neither are any of the European brands.(or Cadillac)  edit: If you go back to 2006, Toyota is on the list. But since then, they are suddenly a lot less reliable and a lot more expensive to fix. Something has gone wrong with Toyota in the last 3-4 years and I'd no longer recommend anything they make other than their trucks/SUVs."
4270,kdshapiro,February 2010,"I don't. I've owned Toyotas and they have been dirt cheap to operate. You my friend are being ripped off.  As far as reliability I don't know anyone complaining about the lack thereof, except here.  Me I put a 1000 miles on a rented Camry SE recently and I loved it. I'm thinking of buying one. If there is one company that will make good on issues, it's Toyota, the other is Honda."
4271,bob550k,February 2010,"My mistake for dropping in here, the thread is ""Entry Level Luxury Performance Sedans"". Reads more like ""my econobox is cheaper to operate than your econobox""."
4272,plekto,February 2010,"True. And of the cars that fit the thread's description, Infiniti is currently the least expensive to maintain. It'd have added Lexus as nearly tied as well, but their recent problems and solutions are less than inspiring. And that's not counting the recent Toyota/'Lexus transmission issues. There's a reason they dropped down the list in the last couple of years."
4273,kdshapiro,February 2010,"You must be talking a different Infiniti and a different Lexus company. Lexus are comparable in price to BMWs, while Infinitis are no better. At least BMWs cost $0 for the first four years. All you have to do is look through car threads to see that these upscale brands, including Acura charge an arm and leg.  I owned a Lexus for a brief while, $275 for an oil change...I think not. My Infiniti owning friends go to Jiffy Lube. If you mean the cars are cheaper if you take them to Jiffy Lube, I can buy into that, else it's a load of bunk."
4274,gooddeal2,February 2010,"I owned a Lexus for a brief while, $275 for an oil change...I think not. My Infiniti owning friends go to Jiffy Lube. If you mean the cars are cheaper if you take them to Jiffy Lube, I can buy into that, else it's a load of bunk.  1. I bet Lexus uses the synthetic oil for that $275. So, you only need to go there once a year instead of 3-4 times a year.  2. The Infiniti dealers in Philly only charge ~$40 for an oil change w/ hand wash. However, they usually have the oil change coupons for about $25-30."
4275,qbrozen,February 2010,"I owned a Lexus for a brief while, $275 for an oil change  I don't buy that for a second. No way was it just ""an oil change."""
4276,kdshapiro,February 2010,"I stand corrected, oil change and a lube, check the fluids, tires, battery, etc."
4277,kdshapiro,February 2010,"Nobody is talking about the price of an oil change and ongoing recommended maintenance. To me $40 is still expensive, my oil changes are $17 on my other cars. One can bring their cars to a third party mechanic for major work.  We are talking what happens after warranty when the tranny fails, water pump fails, alternator fails, o2 sensor fails, fuel pump fails, engine blows up. How much does an Infiniti alternator cost, vs a BMW, vs a Lexus?  The first three years, 4 for BMW, are covered by B2B you can take the car to the dealer for warranty work and Jiffy Lube for oil changes. You can spend as much, or as little as you want on service. There are people who are DYI and people who bring it to the dealer.  It's when the warranty expires what are the price of the parts and labor, and to even the playing field I'd suggest using dealer rates, not third party mechanics."
4278,jimbres,February 2010,"At least BMWs cost $0 for the first four years.  Well, no. The cost of the ""free"" maintenance is baked into the purchase price of the car. You pay for it up front.  I owned a Lexus for a brief while, $275 for an oil change  Why would you go to the dealer for routine service? My wife has been driving Lexuses since the late 90s & is on her 2nd car. Our excellent independent mechanic, who takes care of all non-warranty work on our cars (we also have a BMW), charges $25 for an oil change.  Again, why would anyone go to a new car dealer for a plain vanilla oil change?"
4279,kdshapiro,February 2010,"Well, no. The cost of the ""free"" maintenance is baked into the purchase price of the car. You pay for it up front.  Well yes, I bought a car, paid a price and now I pay $0 for the next four years.  Why would you go to the dealer for routine service? My wife has been driving Lexuses since the late 90s & is on her 2nd car. Our excellent independent mechanic, who takes care of all non-warranty work on our cars (we also have a BMW), charges $25 for an oil change.  Again, why would anyone go to a new car dealer for a plain vanilla oil change?  That is exactly *part* of the point. The rest of the point is how expensive are these vehicles when the warranty expires. There are those who believe Infinitis are cheap to own. I assert all of the vehicles are cheap to own for the first three years. But to calculate the costs, one has to assume, either all third party maintenance or all dealer maintenance...except for BMWs.  My assertion is after the B2B an Infiniti water pump costs as much to install as a Lexus water pump as a BMW water pump...or at least close enough for government work."
4280,smarty666,February 2010,as I pointed out in my post I would not be able to give any insight into repair work because I have not had anything yet fail or need to be replace so hopefully others can help you in that regard!  best of luck!
4281,billpaul,February 2010,$275 for a 7500 mile service?  I think that is a dealer experience that I could do without.
4282,temj12,February 2010,"I recently talked to a Toyota mechanic. There are two dealerships side by side; one is a lexus dealership and one is toyota. He was familiar with both cars. I asked him if there were any similarities between them. He said that, when you get up under a Lexus or a Camry, you are looking at the same car."
4283,temj12,February 2010,"Interesting post. Which of the vehicles is the best made? I do not own a German car, but I have always thought that Mercedes was the best built, structurally, of any luxury car."
4284,alltorque,February 2010,"Interesting post. Which of the vehicles is the best made? I do not own a German car, but I have always thought that Mercedes was the best built, structurally, of any luxury car.  I doubt that MB are even in the top 5 of the ""Any Luxury Car"" category, although they would have you think so. Rolls Royce, Bentley, Bugatti, Maybach are surely top of the heap and then there is a whole slew of builders who would tie for the next places. MB would have the ""S"" class in there but not much else in the past 5-10 years. Here in UK they rate pretty poor in JD Power surveys. Lexus always beats 'em - as do Skoda, and that's a VW cheapo-brand, (although it also beats VW and Audi every time).  Then, of course, Maybach is to MB as Lexus is to Toyota."
4285,plekto,February 2010,"It's odd, really. Mercedes make the best engines and bodies and car that I know of, but the accessories and automatic transmissions are among the worst. The only way to buy one, then, is manual everything and no options at all and with a manual transmission. They sell these in Europe but not in the U.S.(barring gems like the C230K they made a few years ago)  The best built for cars is actually a near tie between Nissan, Mazda, and Honda. Honda gets the 3# place(by maybe a foot behind the others) if only because their prices on parts have gone up in the last few years.  For trucks and SUVs, Nissan and Toyota if you get one with a manual transmission, that is."
4286,kdshapiro,February 2010,"Best built cars are Porsche. Owners never take repair tools to rallyes.  With the exception of the a Camry is more expensive to own than a G37, debating who makes the more bulletproof car is like debating vanilla vs chocolate. Most cars will easily make it to 150,000 miles. I know a few BMW owners north of 200,000 miles.  It's what happens after the warranty where it gets interesting."
4287,smarty666,February 2010,only problem is Porsche is by no means of the imagination a entry-level luxury vehicle and the majority can't afford them!
4288,kdshapiro,February 2010,"Absolutely correct. Some of the cars we've been discussing aren't quite elps either. But you can almost make the case if one can include a loaded 335, one can almost include a Boxster."
4289,fedlawman,February 2010,"""Best built cars are Porsche. Owners never take repair tools to rallyes.""  That's because there's no room... :P"
4290,roadburner,February 2010,fedlawman;  I might be buying a 54K mile E30 M3. I'm just trying to decide if I should use it as my daily driver.
4291,fedlawman,February 2010,"That's a tough one. One the one hand, what a shame to ""use up"" such a low mileage example just commuting to and from work. On the other hand, these cars are not exotic collector cars and they're meant to be driven. There are lots of factory and aftermarket parts out there to keep it on the road indefinitely, so as it ages and wears, you'll never have trouble keeping it in tip top shape. As long as you don't mind the thought of watching it get old and used up, I think it's fine as a DDer. It's funny, I know a couple of people who own E30 garage queens and can't help feeling some resentment towards them because I think it's such a waste, but I also know that if I owned one of those E30's, I'd probably be inclined to ""preserve"" it too. Maybe that's why my 210,000 mile restored M3 is right for me. It looks and runs great, but on close inspection, it will never be mistaken for a show car.  Also, I guess I should to admit to you that I don't think I could drive mine every day. I love driving my M3 on the weekends and during the summer, I do drive it to work occasionally just because it's just such a joy on a nice day. Oftentimes though, I'm grateful I have a 4-door slushbox company car for my commute - especially during the winter months. A smooth, quiet ride, with cupholders and an automatic transmission is usually what I want when the weather is gloomy, I'm tired, and I just want to get where I'm going without any drama.  Honestly, I wish I had kept my E30 325is when I got my M3. Having both would have been perfect - the 325 is a much better DDer, still a lot of fun to drive, fun to tinker on, and parts are cheaper. It doesn't have to be another E30, but if you can do it, buy the M3 for when you want to drive, but have something else for when you have to drive.  EDIT: I guess I didn't really answer your question, did I? Sorry, I'm tired and honestly, I go back and forth about my M3 lately. There's nothing else like it and I love it, but sometimes when the rear speakers stop working, the interior lights fail, or a dashboard panel comes loose, I secretly think to myself that a Cayman S would be so much easier to live with. But that's crazy talk...very few cars are more fun to drive, and none of them have a back seat and trunk. It's really a very special, fantastic car - arguably the best BMW has ever produced. If I ever do part with mine, I'll be forever grateful that I had the privilege and pleasure of owning and driving one."
4292,plekto,February 2010,"Cars are meant to be driven. Shoot, if I had a Ferrari, I'd drive it until the wheels fell off. :P"
4293,kdshapiro,February 2010,What fed said...
4294,temj12,February 2010,"What is the problem with the transmissions? Is it that they don't last or the performance? Is the accessories problem part of the electrical problems that I see mentioned? I have always thought that I would like to have one at some time, but I know the repairs are very expensive. In Europe, they are a fairly common car. Here, they are luxury."
